# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Mass (g),Mach number (​),Drag coefficient (​)
21.611,6173.683,583.07,26.516,1446150.4,1.853,0.348
21.661,6202.87,584.396,26.519,1446149.246,1.858,0.347
21.711,6232.123,585.722,26.523,1446148.092,1.862,0.347
21.761,6261.442,587.048,26.528,1446146.938,1.867,0.346
21.811,6290.828,588.375,26.531,1446145.784,1.872,0.346
21.861,6320.28,589.702,26.535,1446144.63,1.877,0.345
21.911,6349.798,591.028,26.534,1446143.476,1.882,0.344
21.961,6379.383,592.355,26.535,1446142.322,1.887,0.344
22.011,6409.033,593.682,26.536,1446141.168,1.892,0.343
22.061,6438.751,595.009,26.538,1446140.014,1.897,0.343
22.111,6468.534,596.336,26.54,1446138.86,1.902,0.342
22.161,6498.384,597.663,26.544,1446137.706,1.907,0.342
22.211,6528.301,598.99,26.549,1446136.552,1.912,0.341
22.261,6558.283,600.318,26.553,1446135.398,1.917,0.341
22.311,6588.332,601.645,26.562,1446134.244,1.922,0.34
22.361,6618.448,602.974,26.572,1446133.09,1.927,0.339
22.411,6648.63,604.303,26.583,1446131.936,1.932,0.339
22.461,6678.878,605.632,26.597,1446130.782,1.937,0.338
22.511,6709.193,606.962,26.614,1446129.628,1.942,0.338
22.561,6739.574,608.293,26.628,1446128.474,1.947,0.337
22.611,6770.022,609.625,26.644,1446127.32,1.952,0.337
22.661,6800.537,610.958,26.658,1446126.166,1.957,0.336
22.711,6831.118,612.291,26.672,1446125.012,1.962,0.336
22.761,6861.766,613.625,26.682,1446123.858,1.967,0.335
22.811,6892.481,614.959,26.694,1446122.704,1.972,0.334
22.861,6923.262,616.294,26.705,1446121.55,1.977,0.334
22.911,6954.11,617.63,26.718,1446120.396,1.982,0.333
22.961,6985.025,618.966,26.73,1446119.242,1.987,0.333
23.011,7016.007,620.303,26.738,1446118.088,1.992,0.332
23.061,7047.055,621.64,26.748,1446116.934,1.997,0.332
23.111,7078.171,622.978,26.753,1446115.78,2.002,0.331
23.161,7109.353,624.315,26.759,1446114.626,2.007,0.331
23.211,7140.602,625.653,26.762,1446113.472,2.013,0.331
23.261,7171.918,626.991,26.76,1446112.318,2.018,0.33
23.311,7203.301,628.33,26.765,1446111.164,2.023,0.33
23.361,7234.751,629.668,26.771,1446110.01,2.028,0.329
23.411,7266.268,631.007,26.773,1446108.856,2.033,0.329
23.461,7297.852,632.345,26.776,1446107.702,2.038,0.329
23.511,7329.503,633.684,26.778,1446106.548,2.043,0.328
23.561,7361.22,635.023,26.784,1446105.394,2.049,0.328
23.611,7393.005,636.363,26.788,1446104.24,2.054,0.327
23.661,7424.857,637.702,26.795,1446103.086,2.059,0.327
23.711,7456.775,639.042,26.804,1446101.932,2.064,0.327
23.761,7488.761,640.383,26.815,1446100.778,2.069,0.326
23.811,7520.814,641.724,26.827,1446099.624,2.074,0.326
23.861,7552.933,643.065,26.836,1446098.47,2.08,0.325
23.911,7585.12,644.407,26.847,1446097.316,2.085,0.325
23.961,7617.374,645.75,26.856,1446096.162,2.09,0.325
24.011,7649.695,647.093,26.864,1446095.008,2.095,0.324
24.061,7682.083,648.436,26.878,1446093.854,2.101,0.324
24.111,7714.539,649.781,26.892,1446092.7,2.106,0.324
24.161,7747.061,651.126,26.906,1446091.546,2.111,0.323
24.211,7779.651,652.471,26.922,1446090.392,2.116,0.323
24.261,7812.309,653.818,26.937,1446089.238,2.122,0.322
24.311,7845.033,655.165,26.949,1446088.084,2.127,0.322
24.361,7877.825,656.513,26.963,1446086.93,2.132,0.322
24.411,7910.684,657.861,26.978,1446085.776,2.137,0.321
24.461,7943.611,659.21,26.991,1446084.622,2.143,0.321
24.511,7976.605,660.56,27.006,1446083.468,2.148,0.321
24.561,8009.667,661.911,27.016,1446082.314,2.153,0.32
24.611,8042.797,663.262,27.023,1446081.16,2.159,0.32
24.661,8075.993,664.613,27.03,1446080.006,2.164,0.32
24.711,8109.258,665.965,27.041,1446078.852,2.169,0.319
24.761,8142.59,667.317,27.047,1446077.697,2.175,0.319
24.811,8175.99,668.67,27.056,1446076.543,2.18,0.318
24.861,8209.457,670.023,27.066,1446075.389,2.185,0.318
24.911,8242.992,671.377,27.077,1446074.235,2.191,0.318
24.961,8276.595,672.731,27.085,1446073.081,2.196,0.317
25.011,8310.265,674.085,27.097,1446071.927,2.201,0.317
25.061,8344.003,675.44,27.113,1446070.773,2.207,0.317
25.111,8377.809,676.796,27.124,1446069.619,2.212,0.316
25.161,8411.683,678.153,27.138,1446068.465,2.218,0.316
25.211,8445.624,679.51,27.151,1446067.311,2.223,0.316
25.261,8479.634,680.868,27.167,1446066.157,2.228,0.315
25.311,8513.711,682.227,27.186,1446065.003,2.234,0.315
25.361,8547.857,683.587,27.205,1446063.849,2.239,0.314
25.411,8582.07,684.947,27.22,1446062.695,2.245,0.314
25.461,8616.351,686.309,27.234,1446061.541,2.25,0.314
25.511,8650.701,687.671,27.249,1446060.387,2.256,0.313
25.561,8685.118,689.034,27.265,1446059.233,2.261,0.313
25.611,8719.604,690.397,27.282,1446058.079,2.267,0.313
25.661,8754.158,691.762,27.3,1446056.925,2.272,0.312
25.711,8788.78,693.127,27.317,1446055.771,2.278,0.312
25.761,8823.471,694.494,27.336,1446054.617,2.283,0.312
25.811,8858.23,695.861,27.355,1446053.463,2.289,0.311
25.861,8893.057,697.229,27.374,1446052.309,2.294,0.311
25.911,8927.953,698.598,27.391,1446051.155,2.3,0.311
25.961,8962.917,699.968,27.408,1446050.001,2.306,0.31
26.011,8997.949,701.339,27.426,1446048.847,2.311,0.31
26.061,9033.051,702.711,27.441,1446047.693,2.317,0.31
26.111,9068.221,704.083,27.455,1446046.539,2.322,0.309
26.161,9103.459,705.456,27.473,1446045.385,2.328,0.309
26.211,9138.766,706.83,27.488,1446044.231,2.334,0.309
26.261,9174.142,708.205,27.502,1446043.077,2.339,0.308
26.311,9209.587,709.581,27.52,1446041.923,2.345,0.308
26.361,9245.1,710.957,27.536,1446040.769,2.35,0.308
26.411,9280.682,712.334,27.551,1446039.615,2.356,0.307
26.461,9316.334,713.712,27.568,1446038.461,2.362,0.307
26.511,9352.054,715.091,27.586,1446037.307,2.367,0.307
26.561,9387.843,716.471,27.606,1446036.153,2.373,0.306
26.611,9423.701,717.852,27.625,1446034.999,2.379,0.306
26.661,9459.628,719.233,27.644,1446033.845,2.384,0.306
26.711,9495.624,720.616,27.667,1446032.691,2.39,0.305
26.761,9531.69,722,27.689,1446031.537,2.396,0.305
26.811,9567.824,723.385,27.71,1446030.383,2.402,0.305
26.861,9604.028,724.771,27.731,1446029.229,2.407,0.304
26.911,9640.301,726.158,27.756,1446028.075,2.413,0.304
26.961,9676.644,727.547,27.777,1446026.921,2.419,0.304
27.011,9713.056,728.936,27.798,1446025.767,2.425,0.303
27.061,9749.538,730.327,27.82,1446024.613,2.431,0.303
27.111,9786.089,731.718,27.843,1446023.459,2.436,0.303
27.161,9822.709,733.111,27.866,1446022.305,2.442,0.302
27.211,9859.4,734.505,27.89,1446021.151,2.448,0.302
27.261,9896.16,735.9,27.912,1446019.997,2.454,0.302
27.311,9932.99,737.296,27.933,1446018.843,2.46,0.301
27.361,9969.889,738.693,27.956,1446017.689,2.466,0.301
27.411,10006.859,740.091,27.976,1446016.535,2.471,0.301
27.461,10043.899,741.491,27.996,1446015.381,2.477,0.3
27.511,10081.008,742.891,28.014,1446014.227,2.483,0.3
27.561,10118.188,744.292,28.033,1446013.073,2.489,0.3
27.611,10155.437,745.694,28.055,1446011.919,2.495,0.299
27.661,10192.757,747.098,28.076,1446010.765,2.501,0.299
27.711,10230.147,748.502,28.098,1446009.611,2.507,0.299
27.761,10267.607,749.907,28.121,1446008.457,2.513,0.298
27.811,10305.138,751.314,28.146,1446007.303,2.519,0.298
27.861,10342.739,752.722,28.171,1446006.149,2.525,0.298
27.911,10380.41,754.131,28.195,1446004.995,2.531,0.297
27.961,10418.152,755.542,28.222,1446003.841,2.537,0.297
28.011,10455.964,756.953,28.247,1446002.687,2.543,0.297
28.061,10493.847,758.366,28.27,1446001.533,2.549,0.297
28.111,10531.801,759.78,28.291,1446000.379,2.555,0.296
28.161,10569.825,761.195,28.312,1445999.225,2.561,0.296
28.211,10607.921,762.612,28.331,1445998.071,2.567,0.296
28.261,10646.087,764.029,28.352,1445996.917,2.573,0.295
28.311,10684.323,765.447,28.372,1445995.763,2.579,0.295
28.361,10722.631,766.866,28.395,1445994.609,2.585,0.295
28.411,10761.01,768.286,28.421,1445993.455,2.591,0.294
28.461,10799.46,769.708,28.449,1445992.301,2.598,0.294
28.511,10837.981,771.131,28.474,1445991.147,2.604,0.294
28.561,10876.573,772.555,28.501,1445989.993,2.61,0.293
28.611,10915.236,773.981,28.526,1445988.839,2.616,0.293
28.661,10953.971,775.408,28.556,1445987.685,2.622,0.293
28.711,10992.777,776.837,28.585,1445986.531,2.628,0.292
28.761,11031.655,778.267,28.621,1445985.377,2.634,0.292
28.811,11070.604,779.699,28.656,1445984.223,2.638,0.292
28.861,11109.625,781.132,28.69,1445983.069,2.643,0.292
28.911,11148.717,782.568,28.723,1445981.915,2.648,0.292
28.961,11187.882,784.005,28.757,1445980.761,2.653,0.291
29.011,11227.118,785.444,28.794,1445979.607,2.658,0.291
29.061,11266.426,786.884,28.833,1445978.453,2.663,0.291
29.111,11305.806,788.327,28.87,1445977.299,2.668,0.291
29.161,11345.259,789.771,28.907,1445976.145,2.673,0.291
29.211,11384.783,791.218,28.946,1445974.991,2.678,0.29
29.261,11424.381,792.666,28.983,1445973.837,2.683,0.29
29.311,11464.05,794.116,29.02,1445972.683,2.687,0.29
29.361,11503.792,795.568,29.057,1445971.529,2.692,0.29
29.411,11543.607,797.021,29.088,1445970.375,2.697,0.289
29.461,11583.494,798.477,29.123,1445969.221,2.702,0.289
29.511,11623.455,799.934,29.158,1445968.067,2.707,0.289
29.561,11663.488,801.393,29.193,1445966.913,2.712,0.289
29.611,11703.594,802.853,29.225,1445965.759,2.717,0.289
29.661,11743.773,804.315,29.259,1445964.605,2.722,0.288
29.711,11784.025,805.779,29.294,1445963.451,2.727,0.288
29.761,11824.351,807.244,29.33,1445962.297,2.732,0.288
29.811,11864.75,808.712,29.367,1445961.143,2.737,0.288
29.861,11905.222,810.181,29.405,1445959.989,2.742,0.288
29.911,11945.768,811.652,29.441,1445958.834,2.747,0.287
29.961,11986.387,813.125,29.478,1445957.68,2.752,0.287
30.011,12027.081,814.6,29.512,1445956.526,2.757,0.287
30.061,12067.847,816.077,29.544,1445955.372,2.762,0.287
30.111,12108.688,817.555,29.576,1445954.218,2.767,0.287
30.161,12149.603,819.034,29.611,1445953.064,2.772,0.286
30.211,12190.592,820.516,29.646,1445951.91,2.777,0.286
30.261,12231.655,821.999,29.681,1445950.756,2.782,0.286
30.311,12272.792,823.484,29.715,1445949.602,2.787,0.286
30.361,12314.003,824.97,29.751,1445948.448,2.792,0.286
30.411,12355.289,826.459,29.789,1445947.294,2.797,0.285
30.461,12396.649,827.949,29.826,1445946.14,2.802,0.285
30.511,12438.084,829.442,29.863,1445944.986,2.807,0.285
30.561,12479.593,830.936,29.901,1445943.832,2.812,0.285
30.611,12521.177,832.432,29.938,1445942.678,2.817,0.285
30.661,12562.836,833.929,29.973,1445941.524,2.822,0.284
30.711,12604.57,835.429,30.009,1445940.37,2.828,0.284
30.761,12646.379,836.93,30.045,1445939.216,2.833,0.284
30.811,12688.263,838.433,30.08,1445938.062,2.838,0.284
30.861,12730.223,839.938,30.116,1445936.908,2.843,0.284
30.911,12772.257,841.445,30.153,1445935.754,2.848,0.283
30.961,12814.367,842.954,30.19,1445934.6,2.853,0.283
31.011,12856.553,844.464,30.226,1445933.446,2.858,0.283
31.061,12898.814,845.976,30.263,1445932.292,2.863,0.283
31.111,12941.15,847.49,30.3,1445931.138,2.869,0.283
31.161,12983.563,849.006,30.339,1445929.984,2.874,0.283
31.211,13026.051,850.524,30.375,1445928.83,2.879,0.282
31.261,13068.615,852.044,30.408,1445927.676,2.884,0.282
31.311,13111.255,853.565,30.441,1445926.522,2.889,0.282
31.361,13153.972,855.088,30.476,1445925.368,2.894,0.282
31.411,13196.764,856.613,30.512,1445924.214,2.899,0.282
31.461,13239.633,858.139,30.546,1445923.06,2.905,0.281
31.511,13282.578,859.667,30.58,1445921.906,2.91,0.281
31.561,13325.6,861.197,30.615,1445920.752,2.915,0.281
31.611,13368.698,862.729,30.652,1445919.598,2.92,0.281
31.661,13411.873,864.262,30.692,1445918.444,2.925,0.281
31.711,13455.124,865.798,30.731,1445917.29,2.931,0.28
31.761,13498.452,867.335,30.769,1445916.136,2.936,0.28
31.811,13541.858,868.875,30.801,1445914.982,2.941,0.28
31.861,13585.34,870.416,30.835,1445913.828,2.946,0.28
31.911,13628.899,871.958,30.869,1445912.674,2.952,0.28
31.961,13672.536,873.502,30.902,1445911.52,2.957,0.28
32.011,13716.25,875.048,30.936,1445910.366,2.962,0.279
32.061,13760.041,876.596,30.971,1445909.212,2.967,0.279
32.111,13803.909,878.146,31.007,1445908.058,2.973,0.279
32.161,13847.855,879.697,31.043,1445906.904,2.978,0.279
32.211,13891.879,881.25,31.077,1445905.75,2.983,0.279
32.261,13935.98,882.805,31.115,1445904.596,2.988,0.278
32.311,13980.159,884.361,31.152,1445903.442,2.994,0.278
32.361,14024.416,885.92,31.188,1445902.288,2.999,0.278
32.411,14068.751,887.48,31.222,1445901.134,3.004,0.278
32.461,14113.164,889.042,31.254,1445899.98,3.01,0.278
32.511,14157.656,890.606,31.288,1445898.826,3.015,0.277
32.561,14202.225,892.171,31.322,1445897.672,3.02,0.277
32.611,14246.873,893.738,31.355,1445896.518,3.025,0.277
32.661,14291.599,895.306,31.39,1445895.364,3.031,0.277
32.711,14336.403,896.877,31.425,1445894.21,3.036,0.277
32.761,14381.286,898.449,31.461,1445893.056,3.041,0.277
32.811,14426.248,900.023,31.497,1445891.902,3.047,0.276
32.861,14471.289,901.598,31.533,1445890.748,3.052,0.276
32.911,14516.408,903.176,31.567,1445889.594,3.057,0.276
32.961,14561.606,904.755,31.599,1445888.44,3.063,0.276
33.011,14606.884,906.336,31.633,1445887.286,3.068,0.276
33.061,14652.24,907.918,31.668,1445886.132,3.074,0.276
33.111,14697.676,909.503,31.703,1445884.978,3.079,0.275
33.161,14743.19,911.089,31.739,1445883.824,3.084,0.275
33.211,14788.784,912.677,31.773,1445882.67,3.09,0.275
33.261,14834.458,914.266,31.808,1445881.516,3.095,0.275
33.311,14880.211,915.857,31.842,1445880.362,3.101,0.275
33.361,14926.044,917.45,31.88,1445879.208,3.106,0.274
33.411,14971.956,919.045,31.917,1445878.054,3.112,0.274
33.461,15017.948,920.642,31.952,1445876.9,3.117,0.274
33.511,15064.02,922.24,31.984,1445875.746,3.122,0.274
33.561,15110.172,923.841,32.018,1445874.592,3.128,0.274
33.611,15156.404,925.442,32.051,1445873.438,3.133,0.274
33.661,15202.717,927.046,32.084,1445872.284,3.139,0.273
33.711,15249.109,928.651,32.119,1445871.13,3.144,0.273
33.761,15295.582,930.258,32.154,1445869.976,3.15,0.273
33.811,15342.135,931.866,32.189,1445868.822,3.155,0.273
33.861,15388.768,933.477,32.223,1445867.668,3.161,0.273
33.911,15435.483,935.089,32.258,1445866.514,3.166,0.273
33.961,15482.277,936.702,32.293,1445865.36,3.172,0.272
34.011,15529.153,938.318,32.326,1445864.206,3.177,0.272
34.061,15576.109,939.935,32.357,1445863.052,3.182,0.272
34.111,15623.146,941.554,32.39,1445861.898,3.188,0.272
34.161,15670.265,943.174,32.422,1445860.744,3.193,0.272
34.211,15717.464,944.796,32.454,1445859.59,3.199,0.272
34.261,15764.744,946.419,32.486,1445858.436,3.204,0.271
34.311,15812.106,948.044,32.519,1445857.282,3.21,0.271
34.361,15859.549,949.671,32.554,1445856.128,3.215,0.271
34.411,15907.073,951.3,32.59,1445854.974,3.221,0.271
34.461,15954.679,952.93,32.624,1445853.82,3.227,0.271
34.511,16002.366,954.562,32.659,1445852.666,3.232,0.271
34.561,16050.135,956.196,32.69,1445851.512,3.238,0.27
34.611,16097.985,957.831,32.722,1445850.358,3.243,0.27
34.661,16145.918,959.468,32.755,1445849.204,3.249,0.27
34.711,16193.932,961.107,32.787,1445848.05,3.254,0.27
34.761,16242.029,962.747,32.82,1445846.896,3.26,0.27
34.811,16290.207,964.389,32.853,1445845.742,3.265,0.27
34.861,16338.468,966.032,32.886,1445844.588,3.271,0.269
34.911,16386.81,967.677,32.92,1445843.434,3.277,0.269
34.961,16435.235,969.324,32.953,1445842.28,3.282,0.269
35.011,16483.743,970.973,32.986,1445841.126,3.288,0.269
35.061,16532.333,972.623,33.019,1445839.972,3.293,0.269
35.111,16581.005,974.274,33.051,1445838.817,3.299,0.269
35.161,16629.76,975.928,33.082,1445837.663,3.305,0.268
35.211,16678.598,977.583,33.115,1445836.509,3.31,0.268
35.261,16727.518,979.239,33.145,1445835.355,3.316,0.268
35.311,16776.522,980.897,33.177,1445834.201,3.322,0.268
35.361,16825.608,982.557,33.209,1445833.047,3.327,0.268
35.411,16874.777,984.218,33.242,1445831.893,3.333,0.268
35.461,16924.03,985.881,33.275,1445830.739,3.338,0.268
35.511,16973.366,987.546,33.308,1445829.585,3.344,0.267
35.561,17022.785,989.212,33.34,1445828.431,3.35,0.267
35.611,17072.287,990.88,33.37,1445827.277,3.355,0.267
35.661,17121.873,992.549,33.4,1445826.123,3.361,0.267
35.711,17171.542,994.22,33.431,1445824.969,3.367,0.267
35.761,17221.295,995.892,33.462,1445823.815,3.372,0.267
35.811,17271.131,997.566,33.493,1445822.661,3.378,0.266
35.861,17321.051,999.241,33.525,1445821.507,3.384,0.266
35.911,17371.055,1000.918,33.557,1445820.353,3.39,0.266
35.961,17421.143,1002.597,33.589,1445819.199,3.395,0.266
36.011,17471.315,1004.277,33.622,1445818.045,3.401,0.266
36.061,17521.571,1005.959,33.653,1445816.891,3.407,0.266
36.111,17571.911,1007.643,33.682,1445815.737,3.412,0.266
36.161,17622.335,1009.327,33.711,1445814.583,3.418,0.265
36.211,17672.844,1011.014,33.74,1445813.429,3.424,0.265
36.261,17723.436,1012.701,33.77,1445812.275,3.43,0.265
36.311,17774.114,1014.391,33.801,1445811.121,3.435,0.265
36.361,17824.876,1016.082,33.832,1445809.967,3.441,0.265
36.411,17875.722,1017.774,33.863,1445808.813,3.447,0.265
36.461,17926.653,1019.468,33.894,1445807.659,3.453,0.265
36.511,17977.669,1021.163,33.925,1445806.505,3.458,0.264
36.561,18028.769,1022.86,33.954,1445805.351,3.464,0.264
36.611,18079.955,1024.559,33.982,1445804.197,3.47,0.264
36.661,18131.225,1026.259,34.011,1445803.043,3.476,0.264
36.711,18182.581,1027.96,34.039,1445801.889,3.481,0.264
36.761,18234.021,1029.662,34.067,1445800.735,3.487,0.264
36.811,18285.547,1031.367,34.096,1445799.581,3.493,0.263
36.861,18337.158,1033.072,34.125,1445798.427,3.499,0.263
36.911,18388.854,1034.779,34.155,1445797.273,3.505,0.263
36.961,18440.636,1036.488,34.185,1445796.119,3.51,0.263
37.011,18492.503,1038.198,34.215,1445794.965,3.516,0.263
37.061,18544.456,1039.909,34.242,1445793.811,3.522,0.263
37.111,18596.494,1041.622,34.268,1445792.657,3.528,0.263
37.161,18648.618,1043.336,34.295,1445791.503,3.534,0.262
37.211,18700.828,1045.051,34.322,1445790.349,3.54,0.262
37.261,18753.123,1046.768,34.35,1445789.195,3.545,0.262
37.311,18805.504,1048.486,34.377,1445788.041,3.551,0.262
37.361,18857.972,1050.206,34.404,1445786.887,3.557,0.262
37.411,18910.525,1051.927,34.432,1445785.733,3.563,0.262
37.461,18963.164,1053.649,34.46,1445784.579,3.569,0.262
37.511,19015.89,1055.373,34.487,1445783.425,3.575,0.262
37.561,19068.702,1057.098,34.511,1445782.271,3.581,0.261
37.611,19121.6,1058.824,34.535,1445781.117,3.587,0.261
37.661,19174.584,1060.551,34.559,1445779.963,3.592,0.261
37.711,19227.655,1062.28,34.583,1445778.809,3.598,0.261
37.761,19280.812,1064.01,34.608,1445777.655,3.604,0.261
37.811,19334.056,1065.741,34.631,1445776.501,3.61,0.261
37.861,19387.386,1067.473,34.654,1445775.347,3.616,0.261
37.911,19440.803,1069.206,34.677,1445774.193,3.622,0.26
37.961,19494.307,1070.94,34.701,1445773.039,3.628,0.26
38.011,19547.897,1072.676,34.721,1445771.885,3.634,0.26
38.061,19601.574,1074.413,34.74,1445770.731,3.64,0.26
38.111,19655.338,1076.15,34.76,1445769.577,3.645,0.26
38.161,19709.189,1077.889,34.78,1445768.423,3.651,0.26
38.211,19763.127,1079.628,34.798,1445767.269,3.657,0.26
38.261,19817.152,1081.368,34.815,1445766.115,3.663,0.259
38.311,19871.264,1083.11,34.834,1445764.961,3.669,0.259
38.361,19925.463,1084.852,34.851,1445763.807,3.675,0.259
38.411,19979.749,1086.595,34.868,1445762.653,3.681,0.259
38.461,20034.123,1088.338,34.883,1445761.499,3.687,0.259
38.511,20088.583,1090.083,34.895,1445760.345,3.692,0.259
38.561,20143.131,1091.828,34.906,1445759.191,3.698,0.259
38.611,20197.766,1093.573,34.915,1445758.037,3.703,0.259
38.661,20252.488,1095.319,34.925,1445756.883,3.709,0.259
38.711,20307.298,1097.066,34.932,1445755.729,3.715,0.258
38.761,20362.195,1098.813,34.937,1445754.575,3.72,0.258
38.811,20417.179,1100.56,34.941,1445753.421,3.726,0.258
38.861,20472.251,1102.307,34.942,1445752.267,3.731,0.258
38.911,20527.41,1104.054,34.942,1445751.113,3.737,0.258
38.961,20582.656,1105.801,34.936,1445749.959,3.742,0.258
39.011,20637.99,1107.547,34.928,1445748.805,3.748,0.258
39.061,20693.411,1109.294,34.918,1445747.651,3.753,0.258
39.111,20748.919,1111.039,34.905,1445746.497,3.759,0.258
39.161,20804.515,1112.784,34.888,1445745.343,3.765,0.257
39.211,20860.198,1114.528,34.868,1445744.189,3.77,0.257
39.261,20915.968,1116.271,34.843,1445743.035,3.776,0.257
39.311,20971.825,1118.012,34.813,1445741.881,3.781,0.257
39.361,21027.769,1119.752,34.778,1445740.727,3.787,0.257
39.411,21083.8,1121.49,34.736,1445739.573,3.792,0.257
39.461,21139.918,1123.225,34.687,1445738.419,3.798,0.257
39.511,21196.122,1124.958,34.632,1445737.265,3.803,0.257
39.561,21252.414,1126.689,34.572,1445736.111,3.809,0.257
39.611,21308.791,1128.416,34.507,1445734.957,3.814,0.257
39.661,21365.255,1130.139,34.436,1445733.803,3.82,0.256
39.711,21421.805,1131.859,34.354,1445732.649,3.826,0.256
39.761,21478.441,1133.575,34.267,1445731.495,3.831,0.256
39.811,21535.162,1135.285,34.17,1445730.341,3.837,0.256
39.861,21591.969,1136.991,34.063,1445729.187,3.842,0.256
39.911,21648.861,1138.692,33.945,1445728.033,3.848,0.256
39.961,21705.838,1140.386,33.819,1445726.879,3.853,0.256
40.011,21762.9,1142.073,33.684,1445725.725,3.859,0.256
40.061,21820.046,1143.754,33.545,1445724.571,3.864,0.256
40.111,21877.275,1145.428,33.397,1445723.417,3.87,0.256
40.161,21934.588,1147.094,33.241,1445722.263,3.875,0.256
40.211,21991.984,1148.752,33.08,1445721.109,3.88,0.255
40.261,22049.463,1150.401,32.908,1445719.955,3.886,0.255
40.311,22107.024,1152.042,32.731,1445718.8,3.891,0.255
40.361,22164.667,1153.674,32.551,1445717.646,3.896,0.255
40.411,22222.392,1155.298,32.371,1445716.492,3.902,0.255
40.461,22280.197,1156.912,32.189,1445715.338,3.907,0.255
40.511,22338.083,1158.517,32.014,1445714.184,3.912,0.255
